# #xSet,ySet,RFQPAH_R,RFBPAH_R,TO1IN,TO3IN,D7TOR
133.0,251.0,133.001708984375,251.904296875,24.115715759091795,15.707422740283203,15.11206126455002
137.0,251.0,137.005615234375,251.79443359375,24.399687049733274,16.456448734135744,15.841085325553438
141.0,251.0,141.00341796875,251.8310546875,24.203091540827636,17.075896391499025,16.52758298299832
145.0,251.0,145.001220703125,251.8310546875,24.224935486261597,17.919735802294923,17.335584650610443
149.0,251.0,149.005126953125,251.81884765625,24.190609286293945,18.4412095954834,17.89146549712555
153.0,251.0,153.0029296875,251.74560546875,24.01273715918884,19.051175911152345,18.4564591444032
157.0,251.0,157.000732421875,251.89208984375,24.212453231727903,19.94874292488281,19.407228023961824
161.0,251.0,161.004638671875,251.85546875,24.181247595393675,20.391205537285156,19.8719808628515
165.0,251.0,165.00244140625,251.806640625,24.03146054098938,20.76729875782715,20.175740888269594
169.0,251.0,169.000244140625,251.8310546875,23.925361377453,21.114947953286133,20.525064917500398
173.0,251.0,173.004150390625,251.806640625,24.05330448642334,21.472078490439454,20.92602815105228
177.0,251.0,177.001953125,251.85546875,23.981531522854613,21.57637324907715,21.011080958169345
181.0,251.0,181.005859375,251.79443359375,23.884794050218506,21.702791138334963,21.15992337062421
185.0,251.0,185.003662109375,251.7822265625,24.018978286455688,21.93982468069336,21.418119392229585
125.0,253.0,125.0,253.7353515625,24.630608758606567,14.351590877993164,13.720840348135164
129.0,253.0,129.00390625,253.80859375,24.50578621326965,14.813016173784181,14.273683594396088
133.0,253.0,133.001708984375,253.7841796875,24.490183395102537,15.16382581647461,14.601744421847627
137.0,253.0,137.005615234375,253.9306640625,24.66805552220764,15.96657941326172,15.38240768717212
141.0,253.0,141.00341796875,253.90625,24.52450959507019,16.668198698642577,16.08713094614209
145.0,253.0,145.001220703125,253.857421875,24.27174394076294,17.14542623059082,16.65516219367392
149.0,253.0,149.005126953125,253.77197265625,24.468339449668576,17.95450072184082,17.372035853660616
153.0,253.0,153.0029296875,253.72314453125,24.290467322563476,18.80466102709961,18.277240729406525
157.0,253.0,157.000732421875,253.77197265625,24.22805604989502,19.496798970786134,18.85742237795508
161.0,253.0,161.004638671875,253.79638671875,24.10635406819153,19.929780241494143,19.422416025232728
165.0,253.0,165.00244140625,253.84521484375,23.77245375941528,20.084642155834963,19.638085643279574
169.0,253.0,169.000244140625,253.84521484375,24.068907304590454,20.855791280307617,20.245605694115756
173.0,253.0,173.004150390625,253.79638671875,24.10635406819153,21.212921817460938,20.689095331226167
177.0,253.0,177.001953125,253.79638671875,24.315431831630857,21.788123213583987,21.117396967065677
181.0,253.0,181.005859375,253.89404296875,24.162524213593137,21.766000082963867,21.290540181553986
185.0,253.0,185.003662109375,253.79638671875,23.73812755944763,21.668026218789063,21.150810569861665
